LOAD_ZONE,TIMEPOINT,ee_load_reduction
p32,20285081305,8.687762604511386
p33,20285081305,188.2829215077304
p34,20285081305,60.16545969680287
p35,20285081305,2.775758176545132
p36,20285081305,35.472026567797535
p37,20285081305,64.4192189803395
p38,20285081305,41.60032384068938
p39,20285081305,9.156397101850162
p40,20285081305,54.61394334371288
p41,20285081305,102.4867596872445
p42,20285081305,14.78001106991565
p43,20285081305,216.97777226785917
p44,20285081305,6.16434608037945
p45,20285081305,46.863449733879
p46,20285081305,37.81519905449137
p47,20285081305,32.407877931351635
p48,20285081305,120.47511462355612
p49,20285081305,3.352539096346717
p50,20285081305,221.0152387064704
p51,20285081305,115.0677935004165
p52,20285081305,7.209761497519837
p53,20285081305,171.52022602599672
p54,20285081305,78.83874197537925
p55,20285081305,42.42944641290413
p56,20285081305,76.60371591114826
p57,20285081305,49.38686625801075
p58,20285081305,365.3907126943046
p59,20285081305,54.938382611101126
p60,20285081305,19.21401439089033
p61,20285081305,42.86203210275525
p62,20285081305,36.6616372148883
p63,20285081305,768.77686848054
p64,20285081305,253.60336067526
p65,20285081305,383.6674580905163
p66,20285081305,120.511163431044
p67,20285081305,553.3131461271599
p68,20285081305,13.734595652775262
p69,20285081305,21.304845225171075
p70,20285081305,147.15123216437962
p71,20285081305,6.560882962743037
p72,20285081305,142.57303361345475
p73,20285081305,9.300592331800576
p74,20285081305,11.355374358593735
p75,20285081305,41.672421455664754
p76,20285081305,47.80071872855663
p77,20285081305,13.1938635404613
p78,20285081305,34.318464728194385
p79,20285081305,112.3641329388465
p80,20285081305,363.5882723199247
p81,20285081305,87.34626054245287
p82,20285081305,31.470608936674047
p83,20285081305,51.693989937217125
p84,20285081305,16.65454905927079
p85,20285081305,141.6718134262646
p86,20285081305,93.7629482752455
p87,20285081305,149.06181896122237
p88,20285081305,56.740822985481
p89,20285081305,200.64766247597663
p90,20285081305,184.06521103168123
p91,20285081305,50.6846233275645
p92,20285081305,427.07022230558624
p93,20285081305,51.91028278214287
p94,20285081305,647.4005336697936
p95,20285081305,124.47653225467988
p96,20285081305,226.99934074941183
p97,20285081305,273.46625360092685
p98,20285081305,269.06829908743987
p99,20285081305,640.8036018995625
p100,20285081305,21.34089403265869
p101,20285081305,597.0403496096175
p102,20285081305,331.8292729233499
p103,20285081305,373.86218245389074
p104,20285081305,35.147587300409135
p105,20285081305,239.2919841026831
p106,20285081305,76.63976471863575
p107,20285081305,120.33091939360574
p108,20285081305,30.49729113450885
p109,20285081305,196.2136591550021
p110,20285081305,19.79079531069191
p111,20285081305,237.7418853807161
p112,20285081305,248.3402347820704
p113,20285081305,60.0212644668525
p114,20285081305,94.411826810022
p115,20285081305,116.36555056996986
p116,20285081305,76.3874230662225
p117,20285081305,56.30823729562987
p118,20285081305,105.58695713117775
p119,20285081305,13.590400422824889
p120,20285081305,8.147030492197388
p121,20285081305,23.648017711865023
p122,20285081305,448.5553115681962
p123,20285081305,259.7677067556394
p124,20285081305,3.5327831337847164
p125,20285081305,45.49359504935025
p126,20285081305,299.42139499199845
p127,20285081305,461.8573215311212
p128,20285081305,191.4912653741265
p129,20285081305,18.85352631601436
p130,20285081305,36.37324675498751
p131,20285081305,178.72998752351663
p132,20285081305,92.32099597574135
p133,20285081305,27.469191305550524
p134,20285081305,42.78993448778024
p1,20285081306,209.3354250804881
p2,20285081306,82.69596437655225
p3,20285081306,45.13310697447413
p4,20285081306,14.960255107353635
p5,20285081306,181.36155047011127
p6,20285081306,38.57222401173113
p7,20285081306,5.082881855751487
p8,20285081306,5.082881855751487
p9,20285081306,422.49202375466245
p10,20285081306,477.17806471335
p11,20285081306,68.45668541895074
p12,20285081306,54.43369930627463
p13,20285081306,139.18444570962038
p14,20285081306,19.35820962084075
p15,20285081306,59.73287400695175
p16,20285081306,28.8029971825917
p17,20285081306,27.288947268112537
p18,20285081306,18.529087048625964
p19,20285081306,0.4325856898511887
p20,20285081306,9.444787561750989
p21,20285081306,36.12090510257434
p22,20285081306,5.73176039052825
p23,20285081306,7.498151957420625
p24,20285081306,36.229051525037136
p25,20285081306,127.39648566117523
p26,20285081306,5.875955620478663
p27,20285081306,42.5015440278795
p28,20285081306,322.312387746624
p29,20285081306,4.470052128462299
p30,20285081306,63.19355952576112
p31,20285081306,102.84724776212023
p32,20285081306,9.444787561750989
p33,20285081306,190.2295571120606
p34,20285081306,60.81433823157975
p35,20285081306,2.8478557915203297
p36,20285081306,37.4186621721279
p37,20285081306,71.05219955805788
p38,20285081306,45.74593670176312
p39,20285081306,9.37268994677576
p40,20285081306,55.94774922075375
p41,20285081306,104.86598098142588
p42,20285081306,15.897524102031223
p43,20285081306,233.59627251964235
p44,20285081306,6.632980577718225
p45,20285081306,49.96364717781225
p46,20285081306,39.47344419892087
p47,20285081306,34.13822069075636
p48,20285081306,123.17877518512611
p49,20285081306,3.5327831337847164
p50,20285081306,233.34393086722912
p51,20285081306,121.6286764631595
p52,20285081306,7.714444802346225
p53,20285081306,183.3081860744415
p54,20285081306,84.13791667605638
p55,20285081306,45.13310697447413
p56,20285081306,80.06440142995761
p57,20285081306,50.43228167515125
p58,20285081306,381.2521879888501
p59,20285081306,56.01984683572912
p60,20285081306,19.64660008074154
p61,20285081306,43.6551058674825
p62,20285081306,37.49075978710309
